block,trial,eyelink_timestamp,psychopy_timestamp,cpu,ram,pupil_baseline_min,pupil_baseline_mean,pupil_baseline_max,old_pupil_sample,pupil_velocity,new_pupil_sample,cue_no
1,1,13294167958.182878,15.892726080171997,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1892.0,0.002,1892.0,green
1,1,13294169986.239222,15.894754408684094,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1892.0,0.002,1892.0,green
1,1,13294172008.754436,15.89677775563905,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1893.0,0.001,1893.0,green
1,1,13294174039.779348,15.898808574944269,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1892.0,0.0,1892.0,green
1,1,13294176068.843761,15.900838010478765,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1893.0,0.0,1893.0,green
1,1,13294178163.326887,15.902930269105127,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1893.0,0.001,1893.0,green
1,1,13294180217.10035,15.904983505461132,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1894.0,0.001,1894.0,green
1,1,13294182225.318342,15.906990247196518,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1894.0,0.001,1894.0,green
1,1,13294184254.811975,15.909020236227661,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1894.0,0.0,1894.0,green
1,1,13294186278.075735,15.91104302968597,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1894.0,0.0,1894.0,green
1,1,13294188263.075735,15.913028184586437,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1894.0,0.0,1894.0,green
1,1,13294190298.283937,15.9150650925003,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1894.0,0.0,1894.0,green
1,1,13294192322.27826,15.917091483715922,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1894.0,0.0,1894.0,green
